"","id","origen.x","origen.y","var.x","E_final_diagnosis_numeric_cor","E_final_diagnosis_numeric_chi","E_final_diagnosis_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"1412","MAPI","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",0.1505,0.6379,0.0661,NA,NA,NA,-0.0528,0.6863,0.5212,-0.1557,0.532,0.0571,NA,NA,NA,NA,NA,NA
"1413","MAPI","Pulsera","TargetVar","S_dur_spt_wake_VIG_min",0.0414,0,0.6154,NA,NA,NA,-0.0397,0.0011,0.6292,-0.0086,0,0.9167,NA,NA,NA,NA,NA,NA
"1414","MAPI","Pulsera","TargetVar","S_dur_day_IN_unbt_min",-0.3627,0.5102,0,NA,NA,NA,0.2758,0.5774,6e-04,0.1742,0.4158,0.0331,NA,NA,NA,NA,NA,NA
"1415","MAPI","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",-0.496,0.4524,0,NA,NA,NA,0.2573,0.4158,0.0015,0.4004,0.4985,0,NA,NA,NA,NA,NA,NA
"1416","MAPI","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",-0.3193,0.4524,1e-04,NA,NA,NA,0.0706,0.4158,0.3906,0.3864,0.4985,0,NA,NA,NA,NA,NA,NA
"1417","MAPI","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",-0.1013,0.7063,0.2175,NA,NA,NA,-0.1513,0.9996,0.0646,0.3578,0.0245,0,NA,NA,NA,NA,NA,NA
"1418","MAPI","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",-0.2209,0.6209,0.0066,NA,NA,NA,0.2835,0.7158,4e-04,-0.0504,0.4508,0.5404,NA,NA,NA,NA,NA,NA
"1419","MAPI","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",0.5036,0.4832,0,NA,NA,NA,-0.2409,0.5192,0.003,-0.434,0.4386,0,NA,NA,NA,NA,NA,NA
"1420","MAPI","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",-0.0374,0.4832,0.6493,NA,NA,NA,0.1323,0.5192,0.1066,-0.1226,0.4386,0.135,NA,NA,NA,NA,NA,NA
"1421","MAPI","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",-0.2216,0.5062,0.0064,NA,NA,NA,0.1957,0.5309,0.0164,0.0696,0.4518,0.3974,NA,NA,NA,NA,NA,NA
"1422","MAPI","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",-0.0537,0.992,0.5138,NA,NA,NA,0.2827,0.6785,5e-04,-0.3018,1,2e-04,NA,NA,NA,NA,NA,NA
"1423","MAPI","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",-0.6877,0.5102,0,NA,NA,NA,0.4245,0.5774,0,0.4635,0.4158,0,NA,NA,NA,NA,NA,NA
"1424","MAPI","Pulsera","TargetVar","S_dur_day_total_IN_min",0.3003,0.4566,2e-04,NA,NA,NA,-0.0619,0.4616,0.4517,-0.3695,0.4616,0,NA,NA,NA,NA,NA,NA
"1425","MAPI","Pulsera","TargetVar","S_dur_day_total_LIG_min",-0.5716,0.3923,0,NA,NA,NA,0.4044,0.4158,0,0.3153,0.4158,1e-04,NA,NA,NA,NA,NA,NA
"1426","MAPI","Pulsera","TargetVar","S_dur_day_total_MOD_min",-0.3392,0.4832,0,NA,NA,NA,0.2137,0.5192,0.0086,0.2227,0.4386,0.0062,NA,NA,NA,NA,NA,NA
"1427","MAPI","Pulsera","TargetVar","S_dur_day_total_VIG_min",-0.0829,0,0.3129,NA,NA,NA,-0.0894,0,0.2766,0.2463,0,0.0024,NA,NA,NA,NA,NA,NA
"1428","MAPI","Pulsera","TargetVar","S_dur_day_min",0.0182,0.4242,0.8253,NA,NA,NA,0.1114,0.4386,0.1749,-0.1783,0.4386,0.0291,NA,NA,NA,NA,NA,NA
"1429","MAPI","Pulsera","TargetVar","S_dur_spt_min",0.0965,0.4566,0.2401,NA,NA,NA,-0.1611,0.4616,0.0489,0.0725,0.4616,0.378,NA,NA,NA,NA,NA,NA
"1430","MAPI","Pulsera","TargetVar","S_dur_day_spt_min",0.0691,0.4566,0.4008,NA,NA,NA,-0.0038,0.4616,0.9631,-0.0992,0.4616,0.2273,NA,NA,NA,NA,NA,NA
"1431","MAPI","Pulsera","TargetVar","S_N_atleast5minwakenight",-0.4012,0.6424,0,NA,NA,NA,0.1663,0.9702,0.0419,0.3805,0.1295,0,NA,NA,NA,NA,NA,NA
"1432","MAPI","Pulsera","TargetVar","S_sleep_efficiency",0.3519,0.4566,0,NA,NA,NA,-0.2799,0.4616,5e-04,-0.1522,0.4616,0.063,NA,NA,NA,NA,NA,NA
"1433","MAPI","Pulsera","TargetVar","S_ACC_spt_sleep_mg",0.1125,0.4566,0.1703,NA,NA,NA,-0.0696,0.4616,0.3973,-0.0757,0.4616,0.3575,NA,NA,NA,NA,NA,NA
"1434","MAPI","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",0.551,0.4566,0,NA,NA,NA,-0.4,0.4616,0,-0.2901,0.4616,3e-04,NA,NA,NA,NA,NA,NA
"1435","MAPI","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",0.245,0.4566,0.0025,NA,NA,NA,-0.3022,0.4616,2e-04,0.0394,0.4616,0.6325,NA,NA,NA,NA,NA,NA
"1436","MAPI","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",-0.004,0.4566,0.9611,NA,NA,NA,-0.0748,0.4616,0.3632,0.1073,0.4616,0.1912,NA,NA,NA,NA,NA,NA
"1437","MAPI","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",0.2284,0.273,0.0049,NA,NA,NA,-0.084,0.3276,0.3067,-0.231,0.3276,0.0044,NA,NA,NA,NA,NA,NA
"1438","MAPI","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",-0.4929,0.4566,0,NA,NA,NA,0.3436,0.4616,0,0.2787,0.4616,6e-04,NA,NA,NA,NA,NA,NA
"1439","MAPI","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",0.0837,0.4566,0.3088,NA,NA,NA,-0.2758,0.4616,6e-04,0.2472,0.4616,0.0023,NA,NA,NA,NA,NA,NA
"1440","MAPI","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",-0.1846,0.4566,0.0237,NA,NA,NA,0.0328,0.4616,0.6899,0.2342,0.4616,0.0039,NA,NA,NA,NA,NA,NA
"1441","MAPI","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",-0.2221,0.4566,0.0063,NA,NA,NA,0.0415,0.4616,0.614,0.2791,0.4616,5e-04,NA,NA,NA,NA,NA,NA
"1442","MAPI","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",-0.4855,0.4566,0,NA,NA,NA,0.1286,0.4616,0.1169,0.5589,0.4616,0,NA,NA,NA,NA,NA,NA
"1443","MAPI","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",-0.1431,0.4566,0.0806,NA,NA,NA,0.0425,0.4616,0.6059,0.1586,0.4616,0.0526,NA,NA,NA,NA,NA,NA
"1444","MAPI","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",-0.2682,0.4566,9e-04,NA,NA,NA,0.1937,0.4616,0.0175,0.1426,0.4616,0.0817,NA,NA,NA,NA,NA,NA
"1445","MAPI","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",-0.2141,0.4566,0.0085,NA,NA,NA,0.2282,0.4616,0.005,0.0142,0.4616,0.8629,NA,NA,NA,NA,NA,NA
"1446","MAPI","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",-0.4493,0,0,NA,NA,NA,0.408,0,0,0.1258,0,0.1251,NA,NA,NA,NA,NA,NA
"1447","MAPI","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",0.2814,0.4566,5e-04,NA,NA,NA,-0.207,0.4616,0.011,-0.1446,0.4616,0.0775,NA,NA,NA,NA,NA,NA
"1448","MAPI","Pulsera","TargetVar","S_ACC_day_total_IN_mg",-0.4511,0.4566,0,NA,NA,NA,0.3035,0.4616,2e-04,0.27,0.4616,8e-04,NA,NA,NA,NA,NA,NA
"1449","MAPI","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",-0.1743,0.4566,0.0329,NA,NA,NA,-0.0493,0.4616,0.5494,0.3299,0.4616,0,NA,NA,NA,NA,NA,NA
"1450","MAPI","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",-0.482,0.4566,0,NA,NA,NA,0.3589,0.4616,0,0.2417,0.4616,0.0029,NA,NA,NA,NA,NA,NA
"1451","MAPI","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",-0.0446,0.4566,0.5876,NA,NA,NA,-0.0157,0.4616,0.8488,0.0886,0.4616,0.2808,NA,NA,NA,NA,NA,NA
"1452","MAPI","Pulsera","TargetVar","S_ACC_day_mg",-0.6123,0.4566,0,NA,NA,NA,0.3233,0.4616,1e-04,0.4866,0.4616,0,NA,NA,NA,NA,NA,NA
"1453","MAPI","Pulsera","TargetVar","S_ACC_spt_mg",0.1063,0.4566,0.1956,NA,NA,NA,-0.0348,0.4616,0.6724,-0.1133,0.4616,0.1675,NA,NA,NA,NA,NA,NA
"1454","MAPI","Pulsera","TargetVar","S_ACC_day_spt_mg",-0.4524,0.4566,0,NA,NA,NA,0.3019,0.4616,2e-04,0.2741,0.4616,7e-04,NA,NA,NA,NA,NA,NA
"1455","MAPI","Pulsera","TargetVar","S_quantile_mostactive60min_mg",-0.2701,0.5634,8e-04,NA,NA,NA,0.1798,0.5815,0.0277,0.1642,0.5031,0.0447,NA,NA,NA,NA,NA,NA
"1456","MAPI","Pulsera","TargetVar","S_quantile_mostactive30min_mg",-0.2546,0.4832,0.0017,NA,NA,NA,0.1739,0.5192,0.0333,0.1488,0.4386,0.0692,NA,NA,NA,NA,NA,NA
"1457","MAPI","Pulsera","TargetVar","S_L5VALUE",0.3032,0.4566,2e-04,NA,NA,NA,-0.14,0.4616,0.0875,-0.2682,0.4616,9e-04,NA,NA,NA,NA,NA,NA
"1458","MAPI","Pulsera","TargetVar","S_M5VALUE",-0.5804,0.4566,0,NA,NA,NA,0.3829,0.4616,0,0.3577,0.4616,0,NA,NA,NA,NA,NA,NA
"1459","MAPI","Pulsera","TargetVar","S_L5TIME_num",0.1378,0.4566,0.0928,NA,NA,NA,0.0934,0.4616,0.2556,-0.3345,0.4616,0,NA,NA,NA,NA,NA,NA
"1460","MAPI","Pulsera","TargetVar","S_M5TIME_num",-0.5887,0.4566,0,NA,NA,NA,0.2195,0.4616,0.007,0.5915,0.4616,0,NA,NA,NA,NA,NA,NA
"1461","MAPI","Pulsera","TargetVar","S_L10VALUE",-0.072,0.4566,0.3812,NA,NA,NA,0.0955,0.4616,0.245,-0.0206,0.4616,0.8021,NA,NA,NA,NA,NA,NA
"1462","MAPI","Pulsera","TargetVar","S_M10VALUE",-0.5495,0.4566,0,NA,NA,NA,0.3459,0.4616,0,0.3611,0.4616,0,NA,NA,NA,NA,NA,NA
"1463","MAPI","Pulsera","TargetVar","S_L10TIME_num",-0.1689,0.4566,0.0388,NA,NA,NA,0.3017,0.4616,2e-04,-0.1536,0.4616,0.0605,NA,NA,NA,NA,NA,NA
"1464","MAPI","Pulsera","TargetVar","S_M10TIME_num",0.0057,0.4566,0.9443,NA,NA,NA,-0.0634,0.4616,0.4407,0.0772,0.4616,0.3477,NA,NA,NA,NA,NA,NA
"1465","MAPI","Pulsera","TargetVar","S_Nbouts_day_MVPA_bts_1",-0.309,0,1e-04,NA,NA,NA,0.2824,0.0946,5e-04,0.0841,0,0.3064,NA,NA,NA,NA,NA,NA
"1467","MAPI","Pulsera","TargetVar","S_Nbouts_day_IN_bts_10_30",-0.0042,0.7053,0.9593,NA,NA,NA,0.1163,0.9971,0.1565,-0.1511,0.0593,0.0649,NA,NA,NA,NA,NA,NA
"1468","MAPI","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",-0.2558,0.5473,0.0016,NA,NA,NA,0.2393,0.5761,0.0032,0.0621,0.474,0.4501,NA,NA,NA,NA,NA,NA
"1469","MAPI","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_10",-0.054,0.9516,0.5118,NA,NA,NA,0.2902,0.8325,3e-04,-0.3115,0.9799,1e-04,NA,NA,NA,NA,NA,NA
"1470","MAPI","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",-0.6581,0.5326,0,NA,NA,NA,0.3897,0.9156,0,0.4658,0.1527,0,NA,NA,NA,NA,NA,NA
"1471","MAPI","Pulsera","TargetVar","S_Nblocks_spt_sleep",-0.3025,0.9812,2e-04,NA,NA,NA,0.4317,0.9864,0,-0.128,0.8135,0.1185,NA,NA,NA,NA,NA,NA
"1472","MAPI","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",-0.0401,0.5161,0.6259,NA,NA,NA,0.1064,0.4726,0.1951,-0.0835,0.5594,0.3098,NA,NA,NA,NA,NA,NA
"1473","MAPI","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",-0.0015,0.5412,0.9855,NA,NA,NA,0.0681,0.4726,0.4079,-0.0899,0.5594,0.2739,NA,NA,NA,NA,NA,NA
"1474","MAPI","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",0.1708,0.4642,0.0367,NA,NA,NA,-0.0847,0.6321,0.3027,-0.1431,0.2854,0.0806,NA,NA,NA,NA,NA,NA
"1475","MAPI","Pulsera","TargetVar","S_Nblocks_spt_wake_VIG",0.086,2e-04,0.2955,NA,NA,NA,-0.0857,0,0.2969,-0.0137,0.5647,0.8678,NA,NA,NA,NA,NA,NA
"1476","MAPI","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",-0.4468,0.4117,0,NA,NA,NA,0.3054,0.5074,1e-04,0.261,0.349,0.0013,NA,NA,NA,NA,NA,NA
"1477","MAPI","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",-0.4311,0.5786,0,NA,NA,NA,0.2429,0.6125,0.0027,0.3219,0.5361,1e-04,NA,NA,NA,NA,NA,NA
"1478","MAPI","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",-0.2761,0.6002,6e-04,NA,NA,NA,0.0355,0.5664,0.6659,0.3687,0.5742,0,NA,NA,NA,NA,NA,NA
"1479","MAPI","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",-0.0112,0.7503,0.8919,NA,NA,NA,-0.1575,0.9997,0.0543,0.2302,0.0847,0.0046,NA,NA,NA,NA,NA,NA
"1480","MAPI","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",-0.309,0,1e-04,NA,NA,NA,0.2824,0.0946,5e-04,0.0841,0,0.3064,NA,NA,NA,NA,NA,NA
"1481","MAPI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_30",0.2757,0.2498,6e-04,NA,NA,NA,-0.1486,0.9453,0.0695,-0.215,0.0096,0.0082,NA,NA,NA,NA,NA,NA
"1482","MAPI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_10_30",-0.0751,0.5057,0.3614,NA,NA,NA,0.1642,0.9544,0.0447,-0.1091,0.0798,0.184,NA,NA,NA,NA,NA,NA
"1483","MAPI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",-0.2415,0.5645,0.0029,NA,NA,NA,0.2381,0.7081,0.0033,0.0421,0.3546,0.6086,NA,NA,NA,NA,NA,NA
"1484","MAPI","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",-0.054,0.9516,0.5118,NA,NA,NA,0.2902,0.8325,3e-04,-0.3115,0.9799,1e-04,NA,NA,NA,NA,NA,NA
"1485","MAPI","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",-0.6571,0.5405,0,NA,NA,NA,0.3875,0.9306,0,0.4672,0.1383,0,NA,NA,NA,NA,NA,NA
"1486","MAPI","Pulsera","TargetVar","S_Nblocks_day_total_IN",-0.3775,0.4375,0,NA,NA,NA,0.3476,0.4997,0,0.0992,0.3932,0.2272,NA,NA,NA,NA,NA,NA
"1487","MAPI","Pulsera","TargetVar","S_Nblocks_day_total_LIG",-0.4035,0.5062,0,NA,NA,NA,0.3119,0.5309,1e-04,0.1868,0.4518,0.0221,NA,NA,NA,NA,NA,NA
"1488","MAPI","Pulsera","TargetVar","S_Nblocks_day_total_MOD",-0.2917,0.3483,3e-04,NA,NA,NA,0.1028,0.4602,0.2106,0.3012,0.3066,2e-04,NA,NA,NA,NA,NA,NA
"1489","MAPI","Pulsera","TargetVar","S_Nblocks_day_total_VIG",-0.0907,0.2133,0.2697,NA,NA,NA,-0.1263,0.8932,0.1234,0.308,0.0134,1e-04,NA,NA,NA,NA,NA,NA
"1495","MAPI","Intervenciones","TargetVar","I_alleviation",0.7222,0.2326,0.1682,NA,NA,NA,-0.7222,0.2326,0.1682,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","MAPI","Intervenciones","TargetVar","I_therapist",-0.3659,0.4154,0.2684,NA,NA,NA,0.2609,0.8529,0.4385,0.1936,1,0.5683,NA,NA,NA,NA,NA,NA
"1498","MAPI","Intervenciones","TargetVar","I_diagnosis",-0.3409,0.0121,0.305,NA,NA,NA,0,0.2307,1,0.7416,0.0041,0.009,NA,NA,NA,NA,NA,NA
"1499","MAPI","Intervenciones","TargetVar","I_intervencion_type",-0.2627,0.0673,0.4352,NA,NA,NA,-0.043,1,0.9,0.6708,0.3869,0.0239,NA,NA,NA,NA,NA,NA
"1500","MAPI","Intervenciones","TargetVar","I_significant_change",-0.0919,0.0041,0.7881,NA,NA,NA,-0.3464,0.9237,0.2967,1,0.1356,0,NA,NA,NA,NA,NA,NA
"1504","MAPI","Young","TargetVar","Y_sleep",-0.4287,0.1653,0.2495,NA,NA,NA,0.1581,1,0.6845,0.5,0.7077,0.1705,NA,NA,NA,NA,NA,NA
"1505","MAPI","Young","TargetVar","Y_irritability",-0.2755,0.1124,0.4731,NA,NA,NA,-0.0598,1,0.8786,0.6614,0.4785,0.0524,NA,NA,NA,NA,NA,NA
"1506","MAPI","Young","TargetVar","Y_verbal_expression",-0.0857,0.0111,0.8264,NA,NA,NA,-0.3953,0.9056,0.2924,1,0.1894,0,NA,NA,NA,NA,NA,NA
"1507","MAPI","Young","TargetVar","Y_thought_disorder",-0.0949,0.4868,0.8081,NA,NA,NA,-0.1,1,0.798,0.3953,0.9056,0.2924,NA,NA,NA,NA,NA,NA
"1508","MAPI","Young","TargetVar","Y_content",-0.2122,0.0445,0.5836,NA,NA,NA,-0.2236,0.3575,0.563,0.8839,0.0111,0.0016,NA,NA,NA,NA,NA,NA
"1509","MAPI","Young","TargetVar","Y_aggressiveness",-0.0857,0.0111,0.8264,NA,NA,NA,-0.3953,0.9056,0.2924,1,0.1894,0,NA,NA,NA,NA,NA,NA
"1514","MAPI","HRSD","TargetVar","H_suicide",0.4931,0.3247,0.1774,NA,NA,NA,-0.3953,0.9056,0.2924,-0.125,1,0.7486,NA,NA,NA,NA,NA,NA
"1517","MAPI","HRSD","TargetVar","H_late_insonmia",-0.2755,0.1124,0.4731,NA,NA,NA,-0.0598,1,0.8786,0.6614,0.4785,0.0524,NA,NA,NA,NA,NA,NA
"1518","MAPI","HRSD","TargetVar","H_activity",-0.4213,0.3575,0.2587,NA,NA,NA,0.4781,0.5303,0.193,-0.189,1,0.6263,NA,NA,NA,NA,NA,NA
"1525","MAPI","HRSD","TargetVar","H_genitals_symptoms",-0.2787,0.6376,0.4677,NA,NA,NA,0.3162,1,0.4071,-0.125,1,0.7486,NA,NA,NA,NA,NA,NA
"1529","MAPI","HRSD","TargetVar","H_hrsd",-0.2102,0.3669,0.5872,NA,NA,NA,0.1685,0.5386,0.6647,0.0533,0.495,0.8917,NA,NA,NA,NA,NA,NA
"1530","MAPI","Young","TargetVar","Y_young",-0.2684,0.2133,0.485,NA,NA,NA,-0.1721,0.5705,0.6579,0.8845,0.0611,0.0015,NA,NA,NA,NA,NA,NA
"1531","SAPE","Diario","TargetVar","D_animus",-0.1454,0,0.03,-0.2959,0,0,0.279,5e-04,0,-0.103,0.0037,0.1253,NA,NA,NA,-0.1272,0.0377,0.0578
"1532","SAPE","Diario","TargetVar","D_anxiety",0.2474,0,2e-04,0.2692,0,0,-0.2235,0.0088,8e-04,-0.0665,0.1653,0.323,NA,NA,NA,0.3015,0,0
"1533","SAPE","Diario","TargetVar","D_irritability",-0.0717,0,0.2867,0.0097,0.4055,0.8859,-0.1923,0.013,0.0039,0.3474,0,0,NA,NA,NA,-0.2318,0.0013,5e-04
"1534","SAPE","Diario","TargetVar","D_concentration",0.1487,0,0.0264,0.1001,0.0951,0.1363,-0.3526,0,0,0.3112,1e-04,0,NA,NA,NA,0.007,0.2079,0.9173
"1536","SAPE","Diario","TargetVar","D_caffeine",-0.3556,0.6435,0,-0.0312,1,0.6436,0.2299,0.001,5e-04,0.0393,0.3461,0.5598,NA,NA,NA,-0.3618,0.0996,0
"1537","SAPE","Diario","TargetVar","D_sleep_time",0.6168,0.0012,0,0.0212,1,0.7525,-0.1423,0.0092,0.0337,-0.4245,0.0044,0,NA,NA,NA,0.7923,0,0
"1538","SAPE","Diario","TargetVar","D_wakeup_time",-0.0378,0.9538,0.5746,0.1617,1,0.0157,0.0016,0.5604,0.9812,-0.0504,0.4575,0.4542,NA,NA,NA,0.0082,0.2982,0.9027
"1540","SAPE","Diario","TargetVar","D_sleep_quality",0.0899,2e-04,0.1808,0.0213,0.7198,0.7519,0.0605,0.3285,0.3683,-0.1901,0.004,0.0044,NA,NA,NA,0.1786,0,0.0075
"1541","SAPE","Diario","TargetVar","D_slowness_fill_form",-0.0557,0.2407,0.408,-0.0035,0.6829,0.9588,0.0945,0.6394,0.1598,-0.0798,0.4946,0.2351,NA,NA,NA,-0.0157,0.0164,0.8155
"1542","SAPE","Diario","TargetVar","D_sleep_duration",0.3741,0.0619,0,0.1672,0.7986,0.0124,-0.1633,0.5237,0.0146,-0.2274,0.2447,6e-04,NA,NA,NA,0.4858,4e-04,0
"1543","SAPE","Diario","TargetVar","D_sleep_zenith",-0.3484,0.5147,0,0.0946,0.998,0.1589,0.131,0.6219,0.0507,0.1092,0.4114,0.1039,NA,NA,NA,-0.3722,0.0036,0
"1546","SAPE","Diario","TargetVar","D_observation_string_length",-0.0095,0.8765,0.8882,-0.0152,0.9998,0.8217,-0.0386,0.1626,0.5663,0.0739,0.3288,0.2719,NA,NA,NA,-0.046,0.9599,0.4946
"1547","SAPE","Diario","TargetVar","D_time_start_form",0.1041,0.3202,0.121,-0.0316,0.2723,0.639,-0.0957,0.516,0.1542,0.0516,0.5014,0.4431,NA,NA,NA,0.0709,0.3635,0.2919
"1548","SAPE","Diario","TargetVar","D_slowness_fill_form_no_outliers",-0.0021,0.2407,0.9748,0.0147,0.6829,0.827,0.039,0.6394,0.5627,-0.0625,0.4946,0.3528,NA,NA,NA,0.0295,0.0164,0.6617
"1549","SAPE","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",-0.0021,0.2407,0.9748,0.0147,0.6829,0.827,0.039,0.6394,0.5627,-0.0625,0.4946,0.3528,NA,NA,NA,0.0295,0.0164,0.6617
"1550","SAPE","Pulsera","TargetVar","S_week",0.6202,0,0,0.1627,0.0011,0.015,-0.4953,0,0,0.0114,0,0.8655,NA,NA,NA,0.6068,0,0
"1551","SAPE","Pulsera","TargetVar","S_window_number",0.1043,0.9995,0.2414,NA,NA,NA,-0.1043,0.9995,0.2414,0.1043,0.9995,0.2414,NA,NA,NA,NA,NA,NA
"1552","SAPE","Pulsera","TargetVar","S_sleeponset",-0.0464,0.4336,0.6032,NA,NA,NA,0.0464,0.4336,0.6032,-0.0464,0.4336,0.6032,NA,NA,NA,NA,NA,NA
"1553","SAPE","Pulsera","TargetVar","S_wakeup",-0.0467,0.4584,0.601,NA,NA,NA,0.0467,0.4584,0.601,-0.0467,0.4584,0.601,NA,NA,NA,NA,NA,NA
"1554","SAPE","Pulsera","TargetVar","S_night_number",0.1415,0.9409,0.111,NA,NA,NA,-0.1415,0.9409,0.111,0.1415,0.9409,0.111,NA,NA,NA,NA,NA,NA
"1555","SAPE","Pulsera","TargetVar","S_daysleeper",0.1576,0.8237,0.0756,NA,NA,NA,-0.1576,0.8237,0.0756,0.1576,0.8237,0.0756,NA,NA,NA,NA,NA,NA
"1559","SAPE","Pulsera","TargetVar","S_nonwear_perc_day",0.0665,1,0.456,NA,NA,NA,-0.0665,1,0.456,0.0665,1,0.456,NA,NA,NA,NA,NA,NA
"1560","SAPE","Pulsera","TargetVar","S_nonwear_perc_spt",0.2068,0.7382,0.0192,NA,NA,NA,-0.2068,0.7382,0.0192,0.2068,0.7382,0.0192,NA,NA,NA,NA,NA,NA
"1561","SAPE","Pulsera","TargetVar","S_nonwear_perc_day_spt",0.2127,0.7382,0.0159,NA,NA,NA,-0.2127,0.7382,0.0159,0.2127,0.7382,0.0159,NA,NA,NA,NA,NA,NA
"1562","SAPE","Pulsera","TargetVar","S_dur_spt_sleep_min",-0.2547,0.4336,0.0037,NA,NA,NA,0.2547,0.4336,0.0037,-0.2547,0.4336,0.0037,NA,NA,NA,NA,NA,NA
"1563","SAPE","Pulsera","TargetVar","S_dur_spt_wake_IN_min",0.261,0.4089,0.0029,NA,NA,NA,-0.261,0.4089,0.0029,0.261,0.4089,0.0029,NA,NA,NA,NA,NA,NA
"1564","SAPE","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",0.014,0.5217,0.8755,NA,NA,NA,-0.014,0.5217,0.8755,0.014,0.5217,0.8755,NA,NA,NA,NA,NA,NA
"1565","SAPE","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",-0.1244,0.3677,0.1617,NA,NA,NA,0.1244,0.3677,0.1617,-0.1244,0.3677,0.1617,NA,NA,NA,NA,NA,NA
"1566","SAPE","Pulsera","TargetVar","S_dur_spt_wake_VIG_min",-0.0519,0.365,0.5605,NA,NA,NA,0.0519,0.365,0.5605,-0.0519,0.365,0.5605,NA,NA,NA,NA,NA,NA
"1567","SAPE","Pulsera","TargetVar","S_dur_day_IN_unbt_min",-0.2413,0.4373,0.0061,NA,NA,NA,0.2413,0.4373,0.0061,-0.2413,0.4373,0.0061,NA,NA,NA,NA,NA,NA
"1568","SAPE","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",-0.254,0.3594,0.0038,NA,NA,NA,0.254,0.3594,0.0038,-0.254,0.3594,0.0038,NA,NA,NA,NA,NA,NA
"1569","SAPE","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",-0.2898,0.4195,9e-04,NA,NA,NA,0.2898,0.4195,9e-04,-0.2898,0.4195,9e-04,NA,NA,NA,NA,NA,NA
"1570","SAPE","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",-0.1534,0.0151,0.0838,NA,NA,NA,0.1534,0.0151,0.0838,-0.1534,0.0151,0.0838,NA,NA,NA,NA,NA,NA
"1571","SAPE","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",-0.3068,0.3148,4e-04,NA,NA,NA,0.3068,0.3148,4e-04,-0.3068,0.3148,4e-04,NA,NA,NA,NA,NA,NA
"1572","SAPE","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",0.2858,0.4336,0.0011,NA,NA,NA,-0.2858,0.4336,0.0011,0.2858,0.4336,0.0011,NA,NA,NA,NA,NA,NA
"1573","SAPE","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",-0.0519,0.4806,0.561,NA,NA,NA,0.0519,0.4806,0.561,-0.0519,0.4806,0.561,NA,NA,NA,NA,NA,NA
