"","id","origen.x","origen.y","var.x","Z_dx_numeric_cor","Z_dx_numeric_chi","Z_dx_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"2756","ECSA","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",0.2027,0.3031,0.0855,NA,NA,NA,-0.2027,0.3031,0.0855,0.2027,0.3031,0.0855,NA,NA,NA,NA,NA,NA
"2757","ECSA","Pulsera","TargetVar","S_dur_spt_min",-0.3604,0.4449,0.0017,NA,NA,NA,0.3604,0.4449,0.0017,-0.3604,0.4449,0.0017,NA,NA,NA,NA,NA,NA
"2758","ECSA","Pulsera","TargetVar","S_dur_spt_sleep_min",-0.6179,0.4449,0,NA,NA,NA,0.6179,0.4449,0,-0.6179,0.4449,0,NA,NA,NA,NA,NA,NA
"2759","ECSA","Pulsera","TargetVar","S_dur_spt_wake_IN_min",0.2002,0.4449,0.0895,NA,NA,NA,-0.2002,0.4449,0.0895,0.2002,0.4449,0.0895,NA,NA,NA,NA,NA,NA
"2760","ECSA","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",0.0233,0.4449,0.8451,NA,NA,NA,-0.0233,0.4449,0.8451,0.0233,0.4449,0.8451,NA,NA,NA,NA,NA,NA
"2761","ECSA","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",0.2938,0.4799,0.0117,NA,NA,NA,-0.2938,0.4799,0.0117,0.2938,0.4799,0.0117,NA,NA,NA,NA,NA,NA
"2763","ECSA","Pulsera","TargetVar","S_L10TIME_num",-0.2917,0.4449,0.0123,NA,NA,NA,0.2917,0.4449,0.0123,-0.2917,0.4449,0.0123,NA,NA,NA,NA,NA,NA
"2764","ECSA","Pulsera","TargetVar","S_L10VALUE",0.4102,0.4449,3e-04,NA,NA,NA,-0.4102,0.4449,3e-04,0.4102,0.4449,3e-04,NA,NA,NA,NA,NA,NA
"2765","ECSA","Pulsera","TargetVar","S_L5TIME_num",-0.5841,0.4449,0,NA,NA,NA,0.5841,0.4449,0,-0.5841,0.4449,0,NA,NA,NA,NA,NA,NA
"2766","ECSA","Pulsera","TargetVar","S_L5VALUE",-0.1516,0.4449,0.2003,NA,NA,NA,0.1516,0.4449,0.2003,-0.1516,0.4449,0.2003,NA,NA,NA,NA,NA,NA
"2767","ECSA","Pulsera","TargetVar","S_M10TIME_num",0.368,0.4449,0.0014,NA,NA,NA,-0.368,0.4449,0.0014,0.368,0.4449,0.0014,NA,NA,NA,NA,NA,NA
"2768","ECSA","Pulsera","TargetVar","S_M10VALUE",-0.4036,0.4449,4e-04,NA,NA,NA,0.4036,0.4449,4e-04,-0.4036,0.4449,4e-04,NA,NA,NA,NA,NA,NA
"2769","ECSA","Pulsera","TargetVar","S_M5TIME_num",0.354,0.4449,0.0021,NA,NA,NA,-0.354,0.4449,0.0021,0.354,0.4449,0.0021,NA,NA,NA,NA,NA,NA
"2770","ECSA","Pulsera","TargetVar","S_M5VALUE",-0.5916,0.4449,0,NA,NA,NA,0.5916,0.4449,0,-0.5916,0.4449,0,NA,NA,NA,NA,NA,NA
"2771","ECSA","Pulsera","TargetVar","S_N_atleast5minwakenight",-0.1036,0.0825,0.3829,NA,NA,NA,0.1036,0.0825,0.3829,-0.1036,0.0825,0.3829,NA,NA,NA,NA,NA,NA
"2772","ECSA","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",0.3118,0.471,0.0072,NA,NA,NA,-0.3118,0.471,0.0072,0.3118,0.471,0.0072,NA,NA,NA,NA,NA,NA
"2773","ECSA","Pulsera","TargetVar","S_Nblocks_day_IN_bts_10_30",0.3405,0.3643,0.0032,NA,NA,NA,-0.3405,0.3643,0.0032,0.3405,0.3643,0.0032,NA,NA,NA,NA,NA,NA
"2774","ECSA","Pulsera","TargetVar","S_Nblocks_day_IN_bts_30",-0.1832,0.4474,0.1209,NA,NA,NA,0.1832,0.4474,0.1209,-0.1832,0.4474,0.1209,NA,NA,NA,NA,NA,NA
"2775","ECSA","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",0.361,0.4121,0.0017,NA,NA,NA,-0.361,0.4121,0.0017,0.361,0.4121,0.0017,NA,NA,NA,NA,NA,NA
"2776","ECSA","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",0.4804,0.3797,0,NA,NA,NA,-0.4804,0.3797,0,0.4804,0.3797,0,NA,NA,NA,NA,NA,NA
"2778","ECSA","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",0.3816,0.4449,9e-04,NA,NA,NA,-0.3816,0.4449,9e-04,0.3816,0.4449,9e-04,NA,NA,NA,NA,NA,NA
"2779","ECSA","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",0.4657,0.5158,0,NA,NA,NA,-0.4657,0.5158,0,0.4657,0.5158,0,NA,NA,NA,NA,NA,NA
"2780","ECSA","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",-0.0843,0.0139,0.4784,NA,NA,NA,0.0843,0.0139,0.4784,-0.0843,0.0139,0.4784,NA,NA,NA,NA,NA,NA
"2781","ECSA","Pulsera","TargetVar","S_Nblocks_day_total_IN",0.3633,0.4449,0.0016,NA,NA,NA,-0.3633,0.4449,0.0016,0.3633,0.4449,0.0016,NA,NA,NA,NA,NA,NA
"2782","ECSA","Pulsera","TargetVar","S_Nblocks_day_total_LIG",0.414,0.4449,3e-04,NA,NA,NA,-0.414,0.4449,3e-04,0.414,0.4449,3e-04,NA,NA,NA,NA,NA,NA
"2783","ECSA","Pulsera","TargetVar","S_Nblocks_day_total_MOD",0.4755,0.5158,0,NA,NA,NA,-0.4755,0.5158,0,0.4755,0.5158,0,NA,NA,NA,NA,NA,NA
"2784","ECSA","Pulsera","TargetVar","S_Nblocks_day_total_VIG",0.2626,0.5619,0.0248,NA,NA,NA,-0.2626,0.5619,0.0248,0.2626,0.5619,0.0248,NA,NA,NA,NA,NA,NA
"2785","ECSA","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",0.1945,0.3608,0.0992,NA,NA,NA,-0.1945,0.3608,0.0992,0.1945,0.3608,0.0992,NA,NA,NA,NA,NA,NA
"2786","ECSA","Pulsera","TargetVar","S_Nblocks_spt_sleep",-0.6213,0.4968,0,NA,NA,NA,0.6213,0.4968,0,-0.6213,0.4968,0,NA,NA,NA,NA,NA,NA
"2787","ECSA","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",0.1898,0.4121,0.1078,NA,NA,NA,-0.1898,0.4121,0.1078,0.1898,0.4121,0.1078,NA,NA,NA,NA,NA,NA
"2788","ECSA","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",0.2686,0.4121,0.0216,NA,NA,NA,-0.2686,0.4121,0.0216,0.2686,0.4121,0.0216,NA,NA,NA,NA,NA,NA
"2789","ECSA","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",0.0632,0.3801,0.5954,NA,NA,NA,-0.0632,0.3801,0.5954,0.0632,0.3801,0.5954,NA,NA,NA,NA,NA,NA
"2791","ECSA","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",0.3127,0.4818,0.0071,NA,NA,NA,-0.3127,0.4818,0.0071,0.3127,0.4818,0.0071,NA,NA,NA,NA,NA,NA
"2792","ECSA","Pulsera","TargetVar","S_Nbouts_day_IN_bts_10_30",0.3699,0.3754,0.0013,NA,NA,NA,-0.3699,0.3754,0.0013,0.3699,0.3754,0.0013,NA,NA,NA,NA,NA,NA
"2793","ECSA","Pulsera","TargetVar","S_Nbouts_day_IN_bts_30",-0.3245,0.3813,0.0051,NA,NA,NA,0.3245,0.3813,0.0051,-0.3245,0.3813,0.0051,NA,NA,NA,NA,NA,NA
"2794","ECSA","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",0.4804,0.3797,0,NA,NA,NA,-0.4804,0.3797,0,0.4804,0.3797,0,NA,NA,NA,NA,NA,NA
"2796","ECSA","Pulsera","TargetVar","S_Nbouts_day_MVPA_bts_1",-0.0843,0.0139,0.4784,NA,NA,NA,0.0843,0.0139,0.4784,-0.0843,0.0139,0.4784,NA,NA,NA,NA,NA,NA
"2797","ECSA","Pulsera","TargetVar","S_night_number",-0.465,0.6114,0,NA,NA,NA,0.465,0.6114,0,-0.465,0.6114,0,NA,NA,NA,NA,NA,NA
"2799","ECSA","Pulsera","TargetVar","S_nonwear_perc_day_spt",0.3504,0.0854,0.0024,NA,NA,NA,-0.3504,0.0854,0.0024,0.3504,0.0854,0.0024,NA,NA,NA,NA,NA,NA
"2800","ECSA","Pulsera","TargetVar","S_nonwear_perc_spt",0.3504,0.0854,0.0024,NA,NA,NA,-0.3504,0.0854,0.0024,0.3504,0.0854,0.0024,NA,NA,NA,NA,NA,NA
"2801","ECSA","Pulsera","TargetVar","S_quantile_mostactive30min_mg",-0.506,0.4449,0,NA,NA,NA,0.506,0.4449,0,-0.506,0.4449,0,NA,NA,NA,NA,NA,NA
"2802","ECSA","Pulsera","TargetVar","S_quantile_mostactive60min_mg",-0.5808,0.4449,0,NA,NA,NA,0.5808,0.4449,0,-0.5808,0.4449,0,NA,NA,NA,NA,NA,NA
"2803","ECSA","Pulsera","TargetVar","S_sleep_efficiency",-0.4834,0.4449,0,NA,NA,NA,0.4834,0.4449,0,-0.4834,0.4449,0,NA,NA,NA,NA,NA,NA
"2805","ECSA","Pulsera","TargetVar","S_sleeponset",-0.4123,0.4449,3e-04,NA,NA,NA,0.4123,0.4449,3e-04,-0.4123,0.4449,3e-04,NA,NA,NA,NA,NA,NA
"2806","ECSA","Pulsera","TargetVar","S_wakeup",-0.5454,0.4449,0,NA,NA,NA,0.5454,0.4449,0,-0.5454,0.4449,0,NA,NA,NA,NA,NA,NA
"2808","ECSA","Pulsera","TargetVar","S_window_number",-0.465,0.6114,0,NA,NA,NA,0.465,0.6114,0,-0.465,0.6114,0,NA,NA,NA,NA,NA,NA
"2927","DOGE","Diario","TargetVar","D_animus",-0.5325,0,0,-0.0438,0.3438,0.5502,0.4833,0,0,0.1968,0.014,0.0068,-0.6954,0,0,NA,NA,NA
"2928","DOGE","Diario","TargetVar","D_anxiety",-0.1615,0,0.0268,0.3494,0,0,-0.2346,5e-04,0.0012,0.2058,0.0141,0.0046,-0.1198,0,0.1016,NA,NA,NA
"2929","DOGE","Diario","TargetVar","D_caffeine",0.0099,0,0.893,-0.2255,3e-04,0.0019,0.0571,0.2029,0.4367,0.5343,3e-04,0,-0.2561,0.3257,4e-04,NA,NA,NA
"2932","DOGE","Diario","TargetVar","D_irritability",0.4648,0,0,-0.0377,0.3461,0.6076,-0.33,0,0,-0.2467,8e-04,6e-04,0.6029,0,0,NA,NA,NA
"2934","DOGE","Diario","TargetVar","D_observation_string_length",0.1054,0.8494,0.15,-0.0498,0.2995,0.4975,-0.0229,0.7008,0.7551,-0.1039,1,0.1558,0.1369,0.0906,0.061,NA,NA,NA
"2935","DOGE","Diario","TargetVar","D_sleep_duration",-0.4098,0.0337,0,0.0897,0.0141,0.2211,0.3058,0.2374,0,-0.0314,0.1504,0.6689,-0.4257,0.5126,0,NA,NA,NA
"2936","DOGE","Diario","TargetVar","D_sleep_quality",-0.1825,0,0.0122,0.392,0,0,-0.1008,0,0.1685,-0.3589,0,0,0.063,0.2172,0.3903,NA,NA,NA
"2937","DOGE","Diario","TargetVar","D_sleep_time",0.5386,0.003,0,-0.1314,0,0.0722,-0.2988,0.2639,0,-0.2897,0.7194,1e-04,0.6659,0.0628,0,NA,NA,NA
"2938","DOGE","Diario","TargetVar","D_sleep_zenith",0.0225,0.0124,0.7587,-0.0162,0.0038,0.8257,0.0685,0.2514,0.3503,-0.2719,0.1766,2e-04,0.1114,0.3279,0.1282,NA,NA,NA
"2939","DOGE","Diario","TargetVar","D_slowness_fill_form",0.3315,0.3292,0,-0.1498,0.3142,0.0402,-0.1863,0.4797,0.0105,0.068,0.3473,0.3541,0.3001,0.4922,0,NA,NA,NA
"2940","DOGE","Diario","TargetVar","D_slowness_fill_form_no_outliers",0.3315,0.3292,0,-0.1498,0.3142,0.0402,-0.1863,0.4797,0.0105,0.068,0.3473,0.3541,0.3001,0.4922,0,NA,NA,NA
"2941","DOGE","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",0.3315,0.3292,0,-0.1498,0.3142,0.0402,-0.1863,0.4797,0.0105,0.068,0.3473,0.3541,0.3001,0.4922,0,NA,NA,NA
"2942","DOGE","Diario","TargetVar","D_time_start_form",-0.1861,0.2853,0.0106,0.1619,0.3377,0.0264,0.0087,0.3869,0.906,0.0448,0.2906,0.5419,-0.1663,0.4703,0.0226,NA,NA,NA
"2943","DOGE","Diario","TargetVar","D_tobacco",0.3342,0,0,-0.0095,0.0218,0.8973,-0.2778,0,1e-04,-0.0895,0.3403,0.2218,0.4107,0,0,NA,NA,NA
"2944","DOGE","Diario","TargetVar","D_wakeup_time",-0.2154,0.1275,0.003,0.0411,0.0041,0.5757,0.2067,0.6475,0.0044,-0.164,0.4547,0.0245,-0.1764,0.7391,0.0154,NA,NA,NA
"2946","DOGE","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",-0.1455,0.4382,0.216,-0.0948,0.4453,0.4215,0.2729,0.4453,0.0187,-0.2436,0.4453,0.0365,NA,NA,NA,NA,NA,NA
"2947","DOGE","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",-0.0708,0.4382,0.549,-0.1504,0.4453,0.2009,0.2525,0.4453,0.03,-0.1853,0.4453,0.114,NA,NA,NA,NA,NA,NA
"2948","DOGE","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",0.0631,0.4382,0.593,-0.135,0.4453,0.2513,0.0841,0.4453,0.4763,-0.0072,0.4453,0.9511,NA,NA,NA,NA,NA,NA
"2949","DOGE","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",-0.2099,0.4382,0.0726,-0.039,0.4453,0.7415,0.2812,0.4453,0.0152,-0.2887,0.4453,0.0126,NA,NA,NA,NA,NA,NA
"2950","DOGE","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",0.3635,0.4382,0.0015,-0.2283,0.4453,0.0504,-0.1469,0.4453,0.2117,0.3102,0.4453,0.0072,NA,NA,NA,NA,NA,NA
"2951","DOGE","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",0.1515,0.8527,0.1975,-0.0822,1,0.4864,-0.0762,0.2848,0.5188,0.1376,0.023,0.2422,NA,NA,NA,NA,NA,NA
"2952","DOGE","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",0.4938,0.4382,0,-0.3504,0.4453,0.0022,-0.1533,0.4453,0.1922,0.3956,0.4453,5e-04,NA,NA,NA,NA,NA,NA
"2953","DOGE","Pulsera","TargetVar","S_ACC_day_mg",0.5341,0.4382,0,-0.3837,0.4453,7e-04,-0.1605,0.4453,0.1718,0.425,0.4453,2e-04,NA,NA,NA,NA,NA,NA
"2954","DOGE","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",0.0014,0.4382,0.9904,-0.0232,0.4453,0.8444,0.0251,0.4453,0.8321,-0.0131,0.4453,0.9119,NA,NA,NA,NA,NA,NA
"2955","DOGE","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",0.0787,0.4382,0.5051,0.1815,0.4453,0.1216,-0.2972,0.4453,0.0101,0.2152,0.4453,0.0656,NA,NA,NA,NA,NA,NA
"2956","DOGE","Pulsera","TargetVar","S_ACC_day_spt_mg",0.5137,0.4382,0,-0.3721,0.4453,0.0011,-0.1508,0.4453,0.1997,0.4067,0.4453,3e-04,NA,NA,NA,NA,NA,NA
"2957","DOGE","Pulsera","TargetVar","S_ACC_day_total_IN_mg",0.3306,0.4382,0.004,-0.349,0.4453,0.0023,0.0289,0.4453,0.8072,0.1915,0.4453,0.1022,NA,NA,NA,NA,NA,NA
"2958","DOGE","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",0.5624,0.4382,0,-0.4023,0.4453,4e-04,-0.171,0.4453,0.1453,0.4485,0.4453,1e-04,NA,NA,NA,NA,NA,NA
"2959","DOGE","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",0.2409,0.4382,0.0387,0.0872,0.4453,0.4599,-0.3715,0.4453,0.0011,0.3584,0.4453,0.0017,NA,NA,NA,NA,NA,NA
"2960","DOGE","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",0.0112,0.4382,0.9248,-0.3117,0.4453,0.0069,0.3456,0.4453,0.0026,-0.1857,0.4453,0.1131,NA,NA,NA,NA,NA,NA
"2961","DOGE","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",0.125,0.3925,0.2888,-0.2863,0.4127,0.0134,0.1882,0.4127,0.1082,-0.0265,0.4127,0.8226,NA,NA,NA,NA,NA,NA
"2962","DOGE","Pulsera","TargetVar","S_ACC_spt_mg",0.1186,0.4382,0.3142,-0.1465,0.4453,0.213,0.0348,0.4453,0.7685,0.0551,0.4453,0.6412,NA,NA,NA,NA,NA,NA
"2963","DOGE","Pulsera","TargetVar","S_ACC_spt_sleep_mg",-0.134,0.4382,0.2551,-0.0016,0.4453,0.9894,0.1527,0.4453,0.1941,-0.1693,0.4453,0.1494,NA,NA,NA,NA,NA,NA
"2964","DOGE","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",0.1308,0.4382,0.2667,0.0018,0.4453,0.9879,-0.1493,0.4453,0.2042,0.1654,0.4453,0.159,NA,NA,NA,NA,NA,NA
"2965","DOGE","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",0.0558,0.4382,0.6365,-0.0547,0.4453,0.6431,0,0.4453,0.9998,0.0351,0.4453,0.7669,NA,NA,NA,NA,NA,NA
"2966","DOGE","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",0.0757,0.4382,0.5213,0.0274,0.4453,0.8164,-0.1168,0.4453,0.3216,0.1127,0.4453,0.339,NA,NA,NA,NA,NA,NA
"2967","DOGE","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",0.1159,0.3925,0.3256,0.0479,0.4127,0.6853,-0.1855,0.4127,0.1136,0.1762,0.4127,0.1332,NA,NA,NA,NA,NA,NA
"2974","DOGE","Pulsera","TargetVar","S_daysleeper",-0.3516,0.9691,0.0021,0.2406,0.9224,0.039,0.1195,0.8428,0.3107,-0.2874,0.8856,0.013,NA,NA,NA,NA,NA,NA
"2975","DOGE","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",0.3623,0.3925,0.0015,-0.2396,0.4127,0.0398,-0.1326,0.4127,0.26,0.3015,0.4127,0.0091,NA,NA,NA,NA,NA,NA
"2976","DOGE","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",-0.0082,0.4517,0.945,0.0609,0.349,0.6065,-0.0608,0.5195,0.6071,0.0288,0.5631,0.8078,NA,NA,NA,NA,NA,NA
"2977","DOGE","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",-0.3995,0.4683,4e-04,0.2916,0.4127,0.0117,0.1148,0.4985,0.3303,-0.3149,0.5199,0.0063,NA,NA,NA,NA,NA,NA
"2978","DOGE","Pulsera","TargetVar","S_dur_day_IN_unbt_min",0.4068,0.3925,3e-04,-0.3329,0.4127,0.0038,-0.0755,0.4127,0.5224,0.2976,0.4127,0.01,NA,NA,NA,NA,NA,NA
"2979","DOGE","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",0.3546,0.4382,0.0019,-0.3573,0.4453,0.0018,0.0113,0.4453,0.9242,0.2164,0.4453,0.064,NA,NA,NA,NA,NA,NA
"2980","DOGE","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",0.0972,0.992,0.4102,-0.265,0.9992,0.0225,0.1951,0.5402,0.0957,-0.0478,0.7833,0.6859,NA,NA,NA,NA,NA,NA
"2981","DOGE","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",0.4585,0.4382,0,-0.362,0.4453,0.0015,-0.1002,0.4453,0.3955,0.3438,0.4453,0.0027,NA,NA,NA,NA,NA,NA
"2982","DOGE","Pulsera","TargetVar","S_dur_day_min",0.1412,0.5972,0.2302,-0.1265,0.727,0.2827,-0.0136,0.4942,0.9087,0.0962,0.3805,0.4148,NA,NA,NA,NA,NA,NA
"2983","DOGE","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",0.5167,0.3925,0,-0.3373,0.4127,0.0033,-0.1942,0.4127,0.0973,0.4328,0.4127,1e-04,NA,NA,NA,NA,NA,NA
"2984","DOGE","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",0.4611,0.4382,0,-0.2515,0.4453,0.0307,-0.2302,0.4453,0.0485,0.4179,0.4453,2e-04,NA,NA,NA,NA,NA,NA
"2985","DOGE","Pulsera","TargetVar","S_dur_day_spt_min",-0.1212,0.4382,0.3036,0.0546,0.4453,0.644,0.0737,0.4453,0.5324,-0.1172,0.4453,0.3198,NA,NA,NA,NA,NA,NA
"2986","DOGE","Pulsera","TargetVar","S_dur_day_total_IN_min",-0.2666,0.4382,0.0217,0.2027,0.4453,0.0833,0.0673,0.4453,0.569,-0.2049,0.4453,0.0799,NA,NA,NA,NA,NA,NA
"2987","DOGE","Pulsera","TargetVar","S_dur_day_total_LIG_min",0.4111,0.4382,3e-04,-0.3817,0.4453,8e-04,-0.0243,0.4453,0.8373,0.2717,0.4453,0.0192,NA,NA,NA,NA,NA,NA
"2988","DOGE","Pulsera","TargetVar","S_dur_day_total_MOD_min",0.5326,0.4683,0,-0.3304,0.4127,0.004,-0.2201,0.4985,0.0596,0.4572,0.5199,0,NA,NA,NA,NA,NA,NA
"2989","DOGE","Pulsera","TargetVar","S_dur_day_total_VIG_min",0.3104,0.992,0.0071,-0.1997,0.9816,0.0881,-0.1201,0.9158,0.3082,0.2619,0.9041,0.0242,NA,NA,NA,NA,NA,NA
"2990","DOGE","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",0.2712,0.7842,0.0194,-0.2815,0.8089,0.0151,0.0181,0.635,0.8783,0.1602,0.5738,0.1727,NA,NA,NA,NA,NA,NA
"2991","DOGE","Pulsera","TargetVar","S_dur_spt_min",-0.436,0.4382,1e-04,0.288,0.4453,0.0129,0.16,0.4453,0.1733,-0.363,0.4453,0.0015,NA,NA,NA,NA,NA,NA
"2992","DOGE","Pulsera","TargetVar","S_dur_spt_sleep_min",-0.534,0.4382,0,0.2738,0.4453,0.0183,0.2867,0.4453,0.0133,-0.4952,0.4453,0,NA,NA,NA,NA,NA,NA
"2993","DOGE","Pulsera","TargetVar","S_dur_spt_wake_IN_min",-0.2441,0.4382,0.0361,0.3798,0.4453,8e-04,-0.1616,0.4453,0.169,-0.0632,0.4453,0.5929,NA,NA,NA,NA,NA,NA
"2994","DOGE","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",0.1049,0.4683,0.3737,-0.0422,0.4127,0.7213,-0.0697,0.4985,0.5552,0.1047,0.5199,0.3745,NA,NA,NA,NA,NA,NA
"2995","DOGE","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",0.1089,0.281,0.3555,-0.1762,0.1619,0.1331,0.0799,0.458,0.4988,0.0239,0.5493,0.84,NA,NA,NA,NA,NA,NA
"2996","DOGE","Pulsera","TargetVar","S_dur_spt_wake_VIG_min",-0.0203,0.1668,0.8636,0.1524,0.1417,0.1947,-0.1523,0.3418,0.1951,0.0722,0.318,0.541,NA,NA,NA,NA,NA,NA
"2997","DOGE","Pulsera","TargetVar","S_L10TIME_num",-0.5927,0.4382,0,0.4818,0.4453,0,0.1138,0.4453,0.3345,-0.4356,0.4453,1e-04,NA,NA,NA,NA,NA,NA
"2998","DOGE","Pulsera","TargetVar","S_L10VALUE",0.4548,0.4382,0,-0.228,0.4453,0.0507,-0.2501,0.4453,0.0316,0.4251,0.4453,2e-04,NA,NA,NA,NA,NA,NA
"2999","DOGE","Pulsera","TargetVar","S_L5TIME_num",-0.4107,0.4382,3e-04,0.2157,0.4453,0.0649,0.2145,0.4453,0.0664,-0.3775,0.4453,9e-04,NA,NA,NA,NA,NA,NA
"3000","DOGE","Pulsera","TargetVar","S_L5VALUE",0.071,0.4382,0.5475,-0.0682,0.4453,0.5636,-0.0016,0.4453,0.9891,0.0455,0.4453,0.7002,NA,NA,NA,NA,NA,NA
"3001","DOGE","Pulsera","TargetVar","S_M10TIME_num",0.1162,0.4382,0.324,-0.0833,0.4453,0.4805,-0.0352,0.4453,0.766,0.0926,0.4453,0.4326,NA,NA,NA,NA,NA,NA
"3002","DOGE","Pulsera","TargetVar","S_M10VALUE",0.4839,0.4382,0,-0.3331,0.4453,0.0037,-0.1621,0.4453,0.1677,0.3942,0.4453,5e-04,NA,NA,NA,NA,NA,NA
"3003","DOGE","Pulsera","TargetVar","S_M5TIME_num",0.0632,0.4382,0.5925,-0.0534,0.4453,0.6516,-0.0099,0.4453,0.9334,0.0452,0.4453,0.702,NA,NA,NA,NA,NA,NA
"3004","DOGE","Pulsera","TargetVar","S_M5VALUE",0.5272,0.4382,0,-0.2738,0.4453,0.0182,-0.279,0.4453,0.0161,0.4866,0.4453,0,NA,NA,NA,NA,NA,NA
"3005","DOGE","Pulsera","TargetVar","S_N_atleast5minwakenight",-0.0918,0.9207,0.4365,0.1988,0.6479,0.0895,-0.1251,0.83,0.2883,0.0121,0.9557,0.9186,NA,NA,NA,NA,NA,NA
"3006","DOGE","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",0.3649,0.5502,0.0014,-0.271,0.3715,0.0195,-0.0995,0.6449,0.3989,0.2847,0.6649,0.014,NA,NA,NA,NA,NA,NA
"3007","DOGE","Pulsera","TargetVar","S_Nblocks_day_IN_bts_10_30",-0.0319,0.9697,0.7871,0.0361,0.98,0.7604,-0.0055,0.739,0.963,-0.017,0.7609,0.8858,NA,NA,NA,NA,NA,NA
"3008","DOGE","Pulsera","TargetVar","S_Nblocks_day_IN_bts_30",-0.3111,0.9258,0.007,0.1541,0.8445,0.19,0.1733,0.7572,0.1398,-0.292,0.852,0.0116,NA,NA,NA,NA,NA,NA
"3009","DOGE","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",0.4265,0.3758,2e-04,-0.3395,0.349,0.0031,-0.0901,0.4317,0.4453,0.3181,0.4528,0.0058,NA,NA,NA,NA,NA,NA
"3010","DOGE","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",0.3575,0.4036,0.0018,-0.3675,0.4399,0.0013,0.0198,0.4373,0.8671,0.2134,0.3923,0.0679,NA,NA,NA,NA,NA,NA
"3011","DOGE","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",0.1063,0.8819,0.3673,-0.2883,0.9728,0.0127,0.2116,0.2644,0.0703,-0.0513,0.5669,0.6645,NA,NA,NA,NA,NA,NA
"3012","DOGE","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",0.4706,0.4683,0,-0.3517,0.4127,0.0021,-0.1257,0.4985,0.2859,0.3656,0.5199,0.0014,NA,NA,NA,NA,NA,NA
"3013","DOGE","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",0.528,0.3925,0,-0.3453,0.4127,0.0026,-0.1978,0.4127,0.0912,0.4419,0.4127,1e-04,NA,NA,NA,NA,NA,NA
"3014","DOGE","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",0.563,0.2035,0,-0.3211,0.1073,0.0053,-0.265,0.4393,0.0225,0.5013,0.5025,0,NA,NA,NA,NA,NA,NA
"3015","DOGE","Pulsera","TargetVar","S_Nblocks_day_total_IN",0.4063,0.6119,3e-04,-0.342,0.6435,0.0029,-0.0646,0.5532,0.5846,0.2912,0.4864,0.0118,NA,NA,NA,NA,NA,NA
